Div,Date,home_away,team,score,opp_score,Pts,win,goal_diff,points_running,gd_running,wins_running,match_count
MLS,14/08/2022,Home,Houston Dynamo,2,3,0,0,-1,25,-11,7,25
MLS,14/08/2022,Away,CF Montreal,3,2,3,1,1,43,2,13,25
MLS,14/08/2022,Home,Los Angeles Galaxy,5,2,3,1,3,33,3,10,24
MLS,14/08/2022,Away,Vancouver Whitecaps,2,5,0,0,-3,30,-15,8,25
MLS,14/08/2022,Home,Los Angeles FC,5,0,3,1,5,54,29,17,24
MLS,14/08/2022,Away,Charlotte,0,5,0,0,-5,29,-9,9,25
MLS,15/08/2022,Home,Nashville SC,1,2,0,0,-1,33,-2,8,26
MLS,15/08/2022,Away,Minnesota United,2,1,3,1,1,38,5,11,25
MLS,15/08/2022,Home,Seattle Sounders,1,2,0,0,-1,32,1,10,25
MLS,15/08/2022,Away,Real Salt Lake,2,1,3,1,1,37,-1,10,25
MLS,17/08/2022,Home,Los Angeles FC,1,0,3,1,1,57,30,18,25
MLS,17/08/2022,Away,DC United,0,1,0,0,-1,22,-21,6,25
MLS,18/08/2022,Home,Atlanta Utd,1,2,0,0,-1,29,-4,7,25
MLS,18/08/2022,Away,New York Red Bulls,2,1,3,1,1,40,8,11,26
MLS,18/08/2022,Home,Toronto FC,2,2,1,0,0,30,-6,8,26
MLS,18/08/2022,Away,New England Revolution,2,2,1,0,0,34,2,8,25
MLS,18/08/2022,Home,New York City,1,3,0,0,-2,42,16,12,25
MLS,18/08/2022,Away,Charlotte,3,1,3,1,2,32,-7,10,26
MLS,18/08/2022,Home,FC Dallas,1,0,3,1,1,42,11,11,27
MLS,18/08/2022,Away,Philadelphia Union,0,1,0,0,-1,48,25,13,26
MLS,18/08/2022,Home,Vancouver Whitecaps,2,1,3,1,1,33,-14,9,26
MLS,18/08/2022,Away,Colorado Rapids,1,2,0,0,-1,31,-3,8,25
